Region,Province,City,year,month,EMP_w,observed,projection_reliance,ts_model
NCR,NCR,Malabon City,2025,10,167981.84907626067,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,11,174291.3616030591,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,12,159234.32805995503,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,1,168199.11539534215,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,2,162127.333122781,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,3,174371.67813425433,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,4,177215.91200190337,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,5,181106.0623472149,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,6,144913.53843515305,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,7,164037.6910138582,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,8,182036.92340564818,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,9,191924.6829068742,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,10,185859.7865891901,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,11,192840.80661106284,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2026,12,176181.28621420622,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,1,186100.1760831715,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,2,179382.18742189702,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,3,192929.6710534393,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,4,196076.61045527284,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,5,200380.78091747095,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,6,160336.36655121343,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,7,181495.86048774945,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,8,201410.71146422968,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,9,212350.8033899278,False,time_series,"ETS(A,A,A)_log"
