Region,Area_display,Area_slug,Date,RAINFALL_mm,TMAX_C,TMIN_C,TAVG,RH_pct,WIND_SPEED,WIND_DIRECTION,wet_day_1mm,heavy_rain_50mm
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-10-22,0.0,32.1,23.8,27.950000000000003,78.0,2.0,50.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-10-21,0.0,31.8,24.6,28.200000000000003,79.0,2.0,50.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-10-20,13.0,32.7,24.6,28.65,78.0,2.0,60.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-10-19,0.0,32.8,24.8,28.8,75.0,1.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-10-18,0.0,33.1,24.1,28.6,72.0,2.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-10-17,0.0,32.6,23.6,28.1,73.0,1.0,30.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-10-16,0.0,32.6,24.1,28.35,70.0,2.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-10-15,0.0,32.5,24.0,28.25,73.0,2.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-10-14,0.0,31.8,24.1,27.950000000000003,77.0,2.0,290.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-17,16.0,29.6,24.4,27.0,91.0,1.0,40.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-16,23.1,33.0,25.0,29.0,87.0,2.0,220.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-15,5.8,32.0,24.2,28.1,89.0,1.0,220.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-05,0.0,33.2,25.2,29.200000000000003,86.0,2.0,220.0,0,0
NCR,Manila,manila,2019-01-04,0.0,31.8,23.6,27.700000000000003,63.0,3.0,40.0,0,0
NCR,Manila,manila,2019-01-03,0.0,29.0,25.0,27.0,78.0,2.0,270.0,0,0
NCR,Manila,manila,2019-01-02,0.0,31.5,24.3,27.9,71.0,3.0,20.0,0,0
NCR,Manila,manila,2019-01-01,2.2,29.5,23.0,26.25,87.0,2.0,340.0,1,0
NCR,Pasay,pasay,2019-02-01,0.0,28.8,24.2,26.5,68.0,4.0,100.0,0,0
NCR,Pasay,pasay,2019-01-31,0.0,28.9,23.9,26.4,75.0,3.0,120.0,0,0
NCR,Pasay,pasay,2019-01-30,0.0,30.1,23.6,26.85,69.0,3.0,100.0,0,0
NCR,Pasay,pasay,2019-01-29,0.0,29.8,23.2,26.5,64.0,4.0,90.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-14,0.0,32.5,24.0,28.25,88.0,1.0,220.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-09-10,19.5,28.2,23.7,25.95,88.0,1.0,230.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-09-11,0.0,29.4,24.4,26.9,87.0,2.0,300.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-07-29,7.4,32.8,24.5,28.65,86.0,1.0,220.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-07-30,0.0,33.0,24.9,28.95,80.0,3.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-07-31,0.0,32.8,25.4,29.1,82.0,2.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-01,11.0,34.0,24.0,29.0,87.0,3.0,220.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-02,14.0,33.0,24.6,28.8,89.0,1.0,220.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-03,0.0,33.5,24.9,29.2,82.0,2.0,220.0,0,0
NCR,Manila,manila,2019-01-05,0.0,32.2,24.0,28.1,65.0,3.0,70.0,0,0
NCR,Manila,manila,2019-01-06,0.0,30.2,23.5,26.85,66.0,2.0,20.0,0,0
NCR,Manila,manila,2019-01-07,0.0,30.2,23.2,26.7,64.0,2.0,360.0,0,0
NCR,Manila,manila,2019-01-17,0.0,29.3,23.7,26.5,62.0,3.0,180.0,0,0
NCR,Manila,manila,2019-01-24,0.0,29.5,25.5,27.5,68.0,2.0,250.0,0,0
NCR,Manila,manila,2019-01-23,0.0,29.3,24.7,27.0,63.0,3.0,340.0,0,0
NCR,Manila,manila,2019-01-22,0.0,31.6,24.8,28.200000000000003,63.0,3.0,290.0,0,0
NCR,Manila,manila,2019-01-21,0.0,29.1,25.0,27.05,61.0,3.0,320.0,0,0
NCR,Manila,manila,2019-01-20,0.0,30.6,24.2,27.4,72.0,2.0,160.0,0,0
NCR,Manila,manila,2019-01-19,0.0,30.7,24.3,27.5,65.0,2.0,20.0,0,0
NCR,Manila,manila,2019-01-18,0.0,32.2,23.2,27.700000000000003,52.0,3.0,20.0,0,0
NCR,Manila,manila,2019-01-16,0.0,32.2,23.2,27.700000000000003,57.0,3.0,360.0,0,0
NCR,Manila,manila,2019-01-08,0.0,32.3,23.5,27.9,61.0,3.0,20.0,0,0
NCR,Manila,manila,2019-01-15,0.0,31.9,23.5,27.7,60.0,3.0,20.0,0,0
NCR,Manila,manila,2019-01-14,0.0,32.0,23.8,27.9,55.0,4.0,40.0,0,0
NCR,Manila,manila,2019-01-13,0.2,28.9,23.2,26.05,69.0,2.0,360.0,0,0
NCR,Manila,manila,2019-01-12,0.0,32.8,24.1,28.45,61.0,3.0,20.0,0,0
NCR,Manila,manila,2019-01-11,0.1,32.3,23.8,28.05,61.0,3.0,40.0,0,0
NCR,Manila,manila,2019-01-10,0.0,31.4,24.7,28.05,63.0,4.0,40.0,0,0
NCR,Manila,manila,2019-01-09,0.0,31.3,24.4,27.85,62.0,3.0,20.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-04,0.0,33.3,25.2,29.25,83.0,1.0,220.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2019-11-03,12.2,32.1,25.0,28.55,85.0,1.0,60.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-06,0.0,32.6,26.0,29.3,86.0,1.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-03,0.0,30.0,25.0,27.5,91.0,4.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-01,17.7,32.5,24.2,28.35,87.0,2.0,40.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-31,20.4,31.4,24.0,27.7,87.0,1.0,220.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-30,50.5,32.6,24.5,28.55,91.0,1.0,180.0,1,1
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-29,0.0,32.4,25.6,29.0,83.0,2.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-28,5.2,32.5,24.8,28.65,80.0,1.0,220.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-27,50.8,28.0,24.5,26.25,94.0,1.0,220.0,1,1
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-26,12.0,33.2,24.2,28.700000000000003,87.0,3.0,70.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-25,0.0,34.0,24.6,29.3,85.0,1.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-24,0.0,32.6,24.6,28.6,80.0,4.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-22,0.0,33.0,25.0,29.0,90.0,1.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-21,146.0,34.4,24.0,29.2,87.0,1.0,220.0,1,1
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-20,0.0,34.2,25.0,29.6,85.0,1.0,70.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-19,0.0,34.8,25.0,29.9,84.0,1.0,40.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-16,0.0,34.0,24.0,29.0,79.0,2.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-18,0.0,35.6,24.0,29.8,80.0,1.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-17,0.0,36.4,25.2,30.8,79.0,2.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-07,0.5,31.4,27.0,29.2,82.0,4.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-02,8.4,32.0,24.0,28.0,88.0,1.0,40.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-23,0.0,33.6,27.0,30.3,81.0,3.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-04,0.0,32.0,25.8,28.9,79.0,4.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-15,0.0,33.6,25.0,29.3,80.0,4.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-08,1.0,31.0,26.8,28.9,84.0,5.0,220.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-05,0.0,32.8,25.4,29.1,77.0,4.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-09,0.8,31.6,25.6,28.6,88.0,5.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-10,0.0,32.6,26.0,29.3,83.0,5.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-11,0.0,33.5,26.4,29.95,79.0,5.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-13,0.0,34.0,25.6,29.8,80.0,2.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-14,0.0,34.6,26.8,30.700000000000003,77.0,4.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-08-12,0.0,32.6,26.2,29.4,86.0,3.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-12,109.2,29.2,23.0,26.1,97.0,1.0,40.0,1,1
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-11,19.4,32.8,25.0,28.9,86.0,1.0,220.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-10,8.0,32.4,24.0,28.2,88.0,2.0,70.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-09,0.0,32.4,24.0,28.2,90.0,2.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-08,0.0,33.0,25.0,29.0,85.0,2.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-13,4.6,32.2,23.6,27.9,88.0,2.0,70.0,1,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-07,0.0,32.6,25.2,28.9,83.0,2.0,220.0,0,0
Region III (Central Luzon),"Casiguran, Aurora",casiguran aurora,2019-09-06,0.0,33.0,24.8,28.9,79.0,3.0,220.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-08,0.0,30.6,25.6,28.1,66.0,2.0,300.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-04,0.0,32.0,26.2,29.1,73.0,2.0,110.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-01,7.5,30.2,24.1,27.15,81.0,2.0,90.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-02,5.8,31.1,25.4,28.25,79.0,2.0,30.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-03,0.4,29.8,25.3,27.55,81.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-06,0.0,30.3,25.3,27.8,76.0,1.0,360.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-05,23.8,32.0,24.7,28.35,81.0,2.0,30.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-07,0.0,31.2,25.9,28.55,69.0,2.0,260.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-30,0.0,31.4,25.4,28.4,71.0,3.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-31,17.0,32.0,24.0,28.0,73.0,3.0,240.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-21,0.0,31.4,24.4,27.9,76.0,2.0,340.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-29,0.0,30.8,25.2,28.0,71.0,2.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-28,0.0,31.2,24.2,27.7,73.0,2.0,250.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-27,0.0,30.8,23.2,27.0,69.0,3.0,270.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-26,0.0,30.2,22.3,26.25,65.0,2.0,300.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-25,0.0,31.8,24.9,28.35,58.0,3.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-24,0.0,31.1,24.1,27.6,52.0,3.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-23,0.0,31.2,25.0,28.1,64.0,3.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-22,0.0,31.2,25.0,28.1,75.0,3.0,270.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-20,0.0,31.4,23.0,27.2,79.0,2.0,360.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-19,0.0,31.2,24.7,27.95,76.0,2.0,300.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-10,0.0,32.0,24.2,28.1,69.0,3.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-09,0.0,31.0,26.0,28.5,68.0,2.0,290.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-15,0.0,32.0,25.3,28.65,76.0,2.0,300.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-11,9.0,31.8,25.2,28.5,74.0,3.0,250.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-12-03,8.4,30.0,25.0,27.5,87.0,3.0,360.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-11,0.0,33.8,27.2,30.5,67.0,2.0,270.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-12,0.0,32.2,26.4,29.3,73.0,2.0,40.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-13,0.0,33.0,26.4,29.7,74.0,2.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-14,0.0,33.2,28.0,30.6,71.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-15,11.7,34.8,25.9,30.35,72.0,2.0,90.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-16,5.7,34.6,25.0,29.8,78.0,2.0,60.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-17,0.0,32.9,27.0,29.95,75.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-18,0.0,32.2,26.7,29.450000000000003,76.0,1.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-19,1.0,33.2,27.2,30.200000000000003,81.0,2.0,90.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-20,4.9,33.8,25.5,29.65,75.0,2.0,70.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-21,5.5,31.3,26.0,28.65,78.0,2.0,90.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-09,0.0,31.6,27.2,29.4,77.0,2.0,110.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-22,1.0,33.2,26.0,29.6,78.0,2.0,90.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-23,0.0,33.2,27.2,30.200000000000003,73.0,2.0,270.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-24,0.0,34.8,25.7,30.25,71.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-25,0.0,33.5,26.6,30.05,69.0,2.0,270.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-26,1.6,33.8,26.2,30.0,74.0,2.0,90.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-27,0.0,33.8,28.4,31.1,71.0,2.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-28,1.4,34.0,27.8,30.9,73.0,2.0,300.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-29,0.0,32.8,26.6,29.7,75.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-30,5.1,33.2,25.4,29.3,77.0,2.0,290.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-31,2.0,34.8,25.9,30.35,75.0,2.0,90.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-10,0.0,33.6,27.2,30.4,68.0,2.0,290.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-08,0.0,33.0,27.6,30.3,78.0,2.0,100.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-12,0.0,31.8,26.6,29.200000000000003,77.0,2.0,300.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-24,0.0,33.2,25.0,29.1,71.0,2.0,220.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-13,0.0,33.6,26.8,30.200000000000003,70.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-14,0.0,32.0,26.1,29.05,78.0,2.0,290.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-16,0.0,31.2,26.4,28.8,75.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-17,0.8,32.2,26.1,29.15,69.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-18,0.0,31.7,25.5,28.6,73.0,2.0,230.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-19,0.0,32.4,26.1,29.25,70.0,2.0,250.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-20,0.0,32.8,25.6,29.2,65.0,2.0,240.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-21,0.0,32.4,26.4,29.4,68.0,2.0,290.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-22,0.0,32.6,26.6,29.6,69.0,2.0,250.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-23,0.0,32.8,26.8,29.8,68.0,3.0,200.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-25,0.0,32.4,26.2,29.3,81.0,2.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-07,0.0,33.0,26.6,29.8,81.0,2.0,50.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-26,0.0,32.4,26.9,29.65,78.0,2.0,40.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-27,0.0,32.4,26.8,29.6,76.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-28,0.0,33.2,27.2,30.200000000000003,67.0,2.0,270.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-29,4.2,33.2,25.2,29.200000000000003,75.0,2.0,50.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-04-30,0.0,32.3,26.0,29.15,72.0,2.0,290.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-01,0.0,32.3,26.9,29.6,72.0,2.0,290.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-02,0.0,32.8,26.2,29.5,73.0,2.0,340.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-03,0.0,33.2,27.2,30.200000000000003,72.0,2.0,240.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-04,0.0,33.0,27.0,30.0,66.0,2.0,290.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-05,0.0,33.0,27.2,30.1,65.0,2.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-05-06,0.0,33.5,27.2,30.35,78.0,2.0,90.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-06,7.6,32.0,21.4,26.7,89.0,1.0,320.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2018-03-17,0.0,32.8,24.2,28.5,68.0,3.0,70.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-19,0.0,30.5,26.0,28.25,83.0,2.0,360.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-12-06,0.0,31.2,21.3,26.25,87.0,2.0,30.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-12-05,2.6,30.5,21.0,25.75,93.0,2.0,40.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-12-04,5.2,30.1,21.0,25.55,89.0,2.0,360.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-23,0.0,31.1,23.0,27.05,80.0,2.0,30.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-24,0.0,31.5,21.6,26.55,77.0,2.0,320.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-25,0.0,31.3,21.6,26.450000000000003,83.0,2.0,360.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-26,0.0,31.3,23.3,27.3,81.0,2.0,40.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-27,1.2,31.0,22.0,26.5,83.0,2.0,360.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-28,0.0,30.5,21.0,25.75,75.0,1.0,360.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-29,2.6,31.1,23.0,27.05,71.0,2.0,90.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-30,0.9,30.8,22.2,26.5,85.0,3.0,180.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-31,0.0,32.5,22.0,27.25,87.0,1.0,160.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-01,0.0,31.8,22.5,27.15,87.0,1.0,70.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-02,0.0,31.9,26.0,28.95,85.0,2.0,340.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-03,2.7,31.1,26.0,28.55,86.0,2.0,360.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-04,1.4,31.0,24.0,27.5,87.0,2.0,70.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-05,24.3,31.2,24.0,27.6,86.0,3.0,360.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-06,10.4,31.6,22.5,27.05,86.0,2.0,60.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-07,0.5,31.0,22.5,26.75,84.0,2.0,60.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-08,10.3,31.1,22.0,26.55,84.0,2.0,30.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-09,6.4,28.5,21.7,25.1,89.0,3.0,360.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-10,1.3,29.9,23.3,26.6,85.0,2.0,40.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-11,0.0,30.0,21.8,25.9,82.0,2.0,360.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-12,1.0,30.5,24.0,27.25,84.0,2.0,360.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-13,0.5,30.5,24.0,27.25,88.0,2.0,360.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-14,0.0,30.7,21.1,25.9,87.0,2.0,360.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-15,0.0,30.7,21.7,26.2,84.0,2.0,90.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-16,0.0,31.2,21.5,26.35,84.0,2.0,330.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-11-17,0.0,30.9,21.0,25.95,87.0,2.0,360.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-12-07,14.7,30.3,21.0,25.65,92.0,2.0,360.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-12-08,6.9,30.4,21.3,25.85,90.0,1.0,40.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-12-09,3.0,28.7,24.8,26.75,93.0,1.0,360.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-12-25,28.2,29.3,21.0,25.15,92.0,1.0,360.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-16,0.3,31.1,21.5,26.3,91.0,1.0,360.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-17,6.2,31.7,21.6,26.65,84.0,1.0,20.0,1,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-18,0.0,31.7,21.9,26.8,91.0,2.0,320.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-19,0.0,31.6,25.9,28.75,83.0,2.0,40.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-20,51.1,31.6,21.0,26.3,90.0,2.0,360.0,1,1
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-21,0.0,31.0,25.0,28.0,83.0,2.0,60.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-10-22,0.0,30.6,22.5,26.55,85.0,2.0,360.0,0,0
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-12-31,76.4,25.8,23.2,24.5,98.0,2.0,20.0,1,1
Region III (Central Luzon),"Infanta, Quezon",infanta quezon,2018-12-30,47.3,25.8,21.3,23.55,98.0,3.0,20.0,1,0
