Region,Area_slug,Area_display,Year,Month,total_rain_mm,wet_days,heavy_rain_days,tmax_avg,tmin_avg,tavg_avg,rh_avg,wind_speed_avg
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,3,28.5,2,0,33.5516129032258,24.138709677419353,28.845161290322583,67.25806451612904,3.7096774193548385
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,4,0.0,0,0,33.96333333333333,24.06,29.011666666666667,67.46666666666667,3.066666666666667
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,5,2.7,1,0,35.880645161290325,26.1,30.990322580645163,65.2258064516129,3.5161290322580645
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,6,477.8,18,4,31.613333333333333,24.596666666666668,28.105,81.7,2.966666666666667
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,7,1316.8,24,9,30.60967741935484,24.570967741935487,27.59032258064516,84.6774193548387,3.967741935483871
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,8,338.9,20,2,31.106451612903225,24.57741935483871,27.84193548387097,83.83870967741936,4.096774193548387
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,9,511.4,13,4,31.98,24.363333333333333,28.171666666666667,80.83333333333333,2.8
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,10,189.29999999999998,13,1,31.53548387096774,24.496774193548386,28.016129032258064,76.70967741935483,3.193548387096774
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,11,10.2,2,0,32.6,24.743333333333332,28.671666666666667,70.4,3.2
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2021,12,25.9,3,0,31.306451612903224,23.567741935483873,27.437096774193545,64.51612903225806,4.354838709677419
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,1,7.5,2,0,31.467741935483872,22.738709677419354,27.103225806451615,66.09677419354838,4.032258064516129
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,2,5.5,1,0,32.496428571428574,23.517857142857142,28.00714285714286,63.92857142857143,3.75
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,3,54.6,5,0,34.20967741935484,24.57741935483871,29.393548387096775,66.09677419354838,3.4516129032258065
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,4,42.4,5,0,34.07333333333334,24.64,29.35666666666667,65.6,3.5
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,5,322.90000000000003,9,2,33.564516129032256,25.04516129032258,29.30483870967742,71.19354838709677,3.064516129032258
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,6,250.0,13,0,32.39666666666667,24.846666666666668,28.621666666666666,76.43333333333334,2.8
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,7,539.6,18,3,31.212903225806453,24.896774193548385,28.05483870967742,81.29032258064517,2.7096774193548385
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,8,671.5,26,4,30.36774193548387,24.138709677419353,27.253225806451614,83.48387096774194,2.7096774193548385
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,9,967.2,24,5,30.003333333333334,24.18,27.091666666666665,85.76666666666667,2.5
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,10,312.0,10,4,31.493548387096773,24.61935483870968,28.056451612903224,78.3225806451613,3.193548387096774
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,11,22.0,5,0,31.823333333333334,24.15666666666667,27.990000000000002,75.5,3.3
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2022,12,0.0,0,0,31.280645161290323,23.858064516129033,27.56935483870968,69.09677419354838,4.0
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,1,25.7,4,0,30.919354838709676,23.383870967741935,27.151612903225807,66.54838709677419,4.645161290322581
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,2,4.3,1,0,32.16428571428572,22.835714285714285,27.5,65.14285714285714,4.285714285714286
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,3,0.0,0,0,33.75806451612903,22.59032258064516,28.174193548387095,62.903225806451616,3.774193548387097
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,4,60.400000000000006,2,1,33.309999999999995,24.716666666666665,29.013333333333332,71.06666666666666,3.1333333333333333
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,5,158.20000000000002,10,1,33.41290322580645,25.812903225806455,29.612903225806452,74.16129032258064,3.225806451612903
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,6,491.1,16,4,31.53666666666667,25.17,28.353333333333335,81.9,3.0
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,7,1463.3,20,11,31.322580645161292,24.896774193548385,28.10967741935484,82.09677419354838,4.032258064516129
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,8,1027.9,24,9,30.638709677419353,25.190322580645162,27.914516129032258,83.29032258064517,3.5806451612903225
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,9,508.2,15,4,30.916666666666668,24.96333333333333,27.94,84.1,2.7
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,10,354.2,14,2,31.63225806451613,24.783870967741933,28.208064516129035,79.29032258064517,2.935483870967742
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,11,2.0,1,0,32.89333333333333,24.753333333333334,28.823333333333334,71.3,3.7
Region III (Central Luzon),olongapo zambales,"Olongapo, Zambales",2023,12,3.0,2,0,32.854838709677416,24.374193548387098,28.614516129032257,70.7741935483871,3.838709677419355
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,1,445.59999999999997,20,3,28.76451612903226,22.783870967741933,25.774193548387096,87.03225806451613,2.225806451612903
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,2,234.3,15,2,29.349999999999998,22.789285714285715,26.06964285714286,86.0,2.0357142857142856
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,3,161.1,10,1,29.980645161290322,23.154838709677417,26.567741935483873,82.70967741935483,1.8064516129032258
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,4,123.7,9,0,31.35666666666667,24.34,27.848333333333336,81.33333333333333,1.5333333333333334
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,5,138.6,16,0,32.66451612903226,24.845161290322583,28.75483870967742,82.35483870967742,1.1290322580645162
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,6,190.7,14,0,32.303333333333335,24.546666666666667,28.425,82.1,1.5333333333333334
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,7,155.4,13,1,32.174193548387095,24.364516129032257,28.269354838709678,81.38709677419355,1.8
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,8,156.0,10,1,32.66129032258065,25.093548387096774,28.87741935483871,77.16129032258064,2.096774193548387
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,9,105.39999999999999,8,0,32.026666666666664,24.186666666666667,28.10666666666667,82.86666666666666,1.4666666666666666
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,10,183.3,18,0,31.75483870967742,24.04516129032258,27.9,80.45161290322581,1.6
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,11,399.0,22,3,30.573333333333334,23.94,27.256666666666668,82.76666666666667,2.2333333333333334
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2018,12,885.4,23,5,29.448387096774194,23.583870967741937,26.516129032258064,84.7741935483871,2.064516129032258
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,1,156.3,15,0,28.812903225806455,22.67096774193548,25.741935483870968,79.3225806451613,2.3225806451612905
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,2,25.4,6,0,29.275000000000002,21.517857142857142,25.396428571428572,78.21428571428571,1.5714285714285714
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,3,4.1,2,0,31.096774193548388,22.374193548387098,26.73548387096774,76.7741935483871,1.3870967741935485
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,4,12.2,3,0,33.09,23.34333333333333,28.216666666666665,75.43333333333334,1.1666666666666667
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,5,87.5,9,0,34.406451612903226,24.174193548387095,29.29032258064516,77.41935483870968,1.032258064516129
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,6,120.39999999999999,8,0,33.88333333333333,24.976666666666667,29.43,78.56666666666666,1.3666666666666667
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,7,82.7,11,1,32.63225806451613,24.138709677419353,28.385483870967743,79.35483870967742,1.4193548387096775
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,8,106.2,13,0,32.08709677419355,24.74516129032258,28.416129032258063,78.61290322580645,2.064516129032258
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,9,197.8,13,1,31.913333333333334,24.196666666666665,28.055,81.3,1.6
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,10,376.7,23,2,31.009677419354837,24.129032258064516,27.56935483870968,82.61290322580645,1.5161290322580645
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,11,278.9,17,0,30.58,24.066666666666666,27.323333333333334,82.93333333333334,1.6333333333333333
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2019,12,397.2,18,2,29.799999999999997,23.81935483870968,26.809677419354838,84.19354838709677,2.193548387096774
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,1,317.1,21,1,29.309677419354838,23.09032258064516,26.200000000000003,82.2258064516129,2.032258064516129
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,2,228.6,22,1,28.620689655172413,22.524137931034485,25.57241379310345,80.34482758620689,2.2758620689655173
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,3,48.6,7,0,30.73548387096774,23.348387096774193,27.041935483870965,81.09677419354838,1.5806451612903225
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,4,78.1,9,0,31.923333333333336,24.366666666666667,28.145,79.53333333333333,1.5333333333333334
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,5,329.0,8,1,33.26129032258064,25.183870967741935,29.22258064516129,81.19354838709677,1.3548387096774193
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,6,160.7,13,0,32.803333333333335,24.603333333333335,28.703333333333333,81.8,1.1
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,7,205.0,17,0,32.18387096774194,24.31935483870968,28.251612903225805,85.16129032258064,1.064516129032258
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,8,138.0,13,0,32.21612903225807,24.299999999999997,28.258064516129032,84.16129032258064,1.1935483870967742
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,9,147.1,15,0,32.53333333333333,24.4,28.466666666666665,84.13333333333334,1.0666666666666667
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,10,1007.1,26,7,30.806451612903224,23.996774193548386,27.401612903225807,87.6774193548387,1.4516129032258065
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,11,865.4,26,7,29.953333333333333,23.96333333333333,26.958333333333332,85.9,2.0
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2020,12,718.9,26,5,29.60967741935484,23.9741935483871,26.791935483870965,88.06451612903226,1.6774193548387097
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,1,414.1,20,2,28.19677419354839,23.200000000000003,25.698387096774194,87.0,2.774193548387097
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,2,265.0,15,2,28.785714285714285,22.88214285714286,25.833928571428572,92.0,2.0714285714285716
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,3,461.5,13,3,30.506451612903227,23.529032258064515,27.01774193548387,83.80645161290323,1.5806451612903225
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,4,90.9,8,0,31.113333333333333,24.07,27.591666666666665,83.86666666666666,1.5666666666666667
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,5,146.0,11,1,32.438709677419354,25.129032258064516,28.783870967741933,82.09677419354838,1.3225806451612903
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,6,109.9,9,0,32.99333333333333,24.613333333333333,28.803333333333335,80.36666666666666,1.2
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,7,386.8,15,2,32.1258064516129,24.92258064516129,28.524193548387096,83.51612903225806,1.967741935483871
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,8,142.6,13,0,32.42903225806452,24.838709677419356,28.633870967741935,82.54838709677419,1.4838709677419355
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,9,523.1999999999999,18,3,31.413333333333334,24.65666666666667,28.035,86.86666666666666,1.1666666666666667
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,10,366.7,22,0,31.190322580645162,24.65806451612903,27.924193548387095,86.12903225806451,1.8387096774193548
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,11,439.5,24,1,30.673333333333336,24.773333333333333,27.723333333333336,86.7,1.6
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2021,12,447.9,22,1,28.738709677419354,23.858064516129033,26.298387096774192,82.48387096774194,2.6774193548387095
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,1,194.9,12,1,29.34193548387097,23.34193548387097,26.34193548387097,82.83870967741936,1.935483870967742
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,2,252.0,19,1,29.114285714285717,23.8,26.457142857142856,84.0,2.107142857142857
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,3,102.6,13,0,30.70967741935484,24.770967741935483,27.740322580645163,83.29032258064517,1.5806451612903225
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,4,395.3,21,4,30.83,24.753333333333334,27.791666666666668,85.56666666666666,1.5666666666666667
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,5,136.5,8,1,32.596774193548384,24.770967741935483,28.683870967741935,82.6774193548387,1.064516129032258
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,6,151.9,13,0,32.8,24.873333333333335,28.836666666666666,82.93333333333334,1.1
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,7,230.0,21,0,32.15483870967742,25.016129032258064,28.585483870967742,87.2258064516129,1.096774193548387
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,8,462.5,20,3,31.616129032258065,24.61935483870968,28.11774193548387,87.74193548387096,1.1935483870967742
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,9,309.1,22,1,31.966666666666665,24.529999999999998,28.248333333333335,87.53333333333333,1.4666666666666666
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,10,599.6,23,3,31.316129032258065,24.64516129032258,27.980645161290322,88.16129032258064,1.7741935483870968
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,11,355.6,24,1,31.029999999999998,24.64333333333333,27.836666666666666,87.53333333333333,1.6
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2022,12,676.6,26,6,28.761290322580646,24.11935483870968,26.440322580645162,87.19354838709677,2.5161290322580645
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,1,672.0,28,3,27.716129032258067,23.541935483870965,25.629032258064516,88.61290322580645,3.3548387096774195
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,2,257.0,21,1,28.821428571428573,23.339285714285715,26.080357142857142,86.0,2.8214285714285716
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,3,107.89999999999999,7,1,30.17096774193548,23.958064516129035,27.06451612903226,80.51612903225806,2.129032258064516
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,4,136.5,9,1,31.563333333333333,25.023333333333333,28.293333333333333,82.0,1.6666666666666667
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,5,139.7,11,0,32.79677419354839,25.403225806451612,29.1,81.6774193548387,1.7741935483870968
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,6,132.3,14,0,33.06666666666667,25.373333333333335,29.220000000000002,82.6,1.3
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,7,307.3,18,1,32.28064516129032,25.067741935483873,28.674193548387095,85.25806451612904,1.7741935483870968
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,8,22.7,6,0,33.851612903225806,25.693548387096776,29.77258064516129,79.19354838709677,2.4516129032258065
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,9,233.3,14,1,33.32,25.14333333333333,29.23166666666667,83.06666666666666,1.5
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,10,454.5,23,1,31.40967741935484,24.903225806451612,28.156451612903226,87.03225806451613,1.8709677419354838
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,11,811.8,26,6,30.526666666666664,24.84,27.683333333333334,87.3,2.6333333333333333
Region IV-A (CALABARZON),alabat quezon,"Alabat, Quezon",2023,12,648.8000000000001,26,4,30.154838709677417,24.561290322580643,27.358064516129033,87.93548387096774,1.903225806451613
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,1,40.1,8,0,29.993548387096773,22.838709677419356,26.416129032258063,82.06451612903226,2.6451612903225805
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,2,2.4,2,0,31.553571428571427,22.914285714285715,27.23392857142857,80.07142857142857,2.25
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,3,4.0,2,0,32.31290322580645,22.796774193548387,27.55483870967742,76.87096774193549,2.129032258064516
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,4,6.02,3,0,34.59,23.866666666666667,29.228333333333335,75.1,1.9666666666666666
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,5,131.5,11,0,34.903225806451616,24.603225806451615,29.753225806451614,78.51612903225806,1.3225806451612903
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,6,488.4,19,4,32.309999999999995,24.103333333333335,28.206666666666667,85.33333333333333,1.4333333333333333
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,7,596.1999999999999,22,4,31.203225806451613,24.141935483870967,27.67258064516129,87.06451612903226,1.8387096774193548
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,8,160.8,11,1,31.725806451612904,24.567741935483873,28.146774193548385,84.0,2.4516129032258065
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,9,255.6,14,1,31.993333333333332,23.776666666666664,27.884999999999998,86.3,1.3333333333333333
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,10,127.69999999999999,11,1,32.832258064516125,23.306451612903224,28.06935483870968,82.3225806451613,1.1935483870967742
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,11,20.3,9,0,31.89,23.796666666666667,27.84333333333333,80.8,2.2333333333333334
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2018,12,286.2,14,2,30.070967741935487,23.651612903225807,26.861290322580647,84.19354838709677,2.4838709677419355
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,1,17.3,4,0,29.90967741935484,22.29032258064516,26.1,79.6774193548387,2.7419354838709675
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,2,9.1,3,0,31.00714285714286,20.739285714285717,25.873214285714287,77.32142857142857,1.8928571428571428
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,3,0.0,0,0,33.061290322580646,21.90967741935484,27.48548387096774,74.25806451612904,1.935483870967742
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,4,0.2,0,0,34.95666666666667,23.55666666666667,29.256666666666668,72.23333333333333,1.7666666666666666
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,5,139.2,11,0,34.71290322580645,24.561290322580643,29.637096774193548,81.7741935483871,1.4193548387096775
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,6,150.20000000000002,9,0,34.86333333333333,25.28666666666667,30.075,81.23333333333333,1.5
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,7,243.9,15,0,32.65483870967742,24.06451612903226,28.35967741935484,86.12903225806451,1.5161290322580645
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,8,323.0,18,2,31.338709677419356,24.932258064516127,28.13548387096774,86.19354838709677,2.4516129032258065
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,9,234.6,14,0,31.616666666666667,24.313333333333333,27.965,86.66666666666667,1.9666666666666666
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,10,38.1,6,0,32.86774193548387,23.541935483870965,28.20483870967742,81.51612903225806,1.7419354838709677
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,11,145.2,11,0,31.77,23.80666666666667,27.788333333333334,83.63333333333334,1.7
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2019,12,194.1,7,1,30.741935483870968,23.4741935483871,27.108064516129033,82.64516129032258,2.4193548387096775
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,1,17.1,5,0,30.558823529411764,22.5,26.529411764705884,79.76470588235294,2.8823529411764706
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,2,28.2,5,0,30.313793103448276,22.275862068965516,26.294827586206896,78.37931034482759,3.0344827586206895
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,3,4.4,1,0,33.46774193548387,23.148387096774194,28.30806451612903,77.16129032258064,1.967741935483871
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,4,3.0,1,0,34.43666666666666,24.433333333333334,29.435,74.23333333333333,1.9333333333333333
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,5,114.0,10,0,35.34516129032258,25.129032258064516,30.23709677419355,78.96774193548387,1.5161290322580645
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,6,124.6,12,0,33.99333333333333,24.733333333333334,29.363333333333333,82.7,1.3666666666666667
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,7,255.0,18,1,33.34838709677419,24.23548387096774,28.791935483870965,85.6774193548387,1.2903225806451613
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,8,173.9,15,1,32.49354838709677,24.129032258064516,28.311290322580643,86.3225806451613,1.3870967741935485
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,9,101.7,11,0,33.14,24.32,28.73,85.93333333333334,1.1333333333333333
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,10,481.3,21,3,31.506451612903227,24.07741935483871,27.791935483870965,87.3225806451613,1.5483870967741935
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,11,424.0,14,2,31.123333333333335,23.69333333333333,27.408333333333335,84.5,2.5
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2020,12,149.9,15,0,30.60967741935484,24.070967741935487,27.34032258064516,85.25806451612904,2.129032258064516
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,1,51.6,9,0,29.541935483870965,23.351612903225806,26.44677419354839,81.54838709677419,3.129032258064516
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,2,35.1,8,0,30.457142857142856,22.642857142857142,26.55,81.25,2.392857142857143
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,3,43.199999999999996,7,0,32.53225806451613,23.654838709677417,28.093548387096774,79.61290322580645,2.3225806451612905
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,4,11.4,2,0,33.43,22.996666666666666,28.21333333333333,77.36666666666666,2.1
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,5,56.599999999999994,9,0,35.03548387096774,25.141935483870967,30.088709677419356,76.45161290322581,2.161290322580645
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,6,174.6,10,1,33.059999999999995,24.263333333333332,28.66166666666667,84.26666666666667,1.7333333333333334
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,7,632.0,18,3,31.506451612903227,24.932258064516127,28.219354838709677,84.96774193548387,2.5483870967741935
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,8,168.39999999999998,20,1,31.870967741935484,24.480645161290322,28.175806451612903,84.29032258064517,2.032258064516129
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,9,295.7,17,2,31.863333333333333,23.876666666666665,27.87,85.33333333333333,1.6666666666666667
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,10,161.0,15,0,31.387096774193548,24.53548387096774,27.961290322580645,82.6774193548387,2.096774193548387
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,11,51.3,9,0,31.803333333333335,24.31,28.05666666666667,80.4,2.3333333333333335
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2021,12,91.4,9,0,29.693548387096776,23.164516129032258,26.429032258064513,78.09677419354838,3.161290322580645
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,1,15.8,4,0,30.1,22.461290322580645,26.280645161290323,77.61290322580645,2.5483870967741935
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,2,35.4,6,0,30.396428571428572,23.514285714285712,26.955357142857142,78.25,2.9285714285714284
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,3,40.8,5,0,33.28709677419355,24.009677419354837,28.648387096774194,74.96774193548387,2.4516129032258065
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,4,117.6,11,0,32.1,24.123333333333335,28.111666666666668,78.4,1.9666666666666666
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,5,284.0,13,2,33.61290322580645,24.01290322580645,28.812903225806455,79.06451612903226,1.2903225806451613
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,6,253.5,17,1,32.86666666666667,24.123333333333335,28.495,82.63333333333334,1.3
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,7,199.7,17,0,32.39032258064516,24.351612903225806,28.370967741935484,84.3225806451613,1.4516129032258065
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,8,275.5,22,0,31.574193548387097,23.91290322580645,27.743548387096773,86.35483870967742,1.3548387096774193
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,9,325.0,15,2,31.540000000000003,24.083333333333332,27.811666666666667,85.33333333333333,1.5333333333333334
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,10,475.7,15,4,31.6,24.32903225806452,27.96451612903226,83.54838709677419,1.903225806451613
Region IV-A (CALABARZON),ambulong batangas,"Ambulong, Batangas",2022,11,79.0,10,0,31.626666666666665,24.44,28.033333333333335,82.36666666666666,2.066666666666667
