Area,Year,IncomeGroup,Value
City of Iligan,2018,7th Decile,2288.01
City of Iligan,2018,8th Decile,2739.4
City of Iligan,2018,9th Decile,3702.16
City of Iligan,2018,All Income Groups,23692.53
City of Iligan,2021,10th Decile,6685.39
City of Iligan,2021,1st Decile,1138.3
City of Iligan,2021,2nd Decile,1458.51
City of Iligan,2021,3rd Decile,1519.25
City of Iligan,2021,4th Decile,1729.69
City of Iligan,2021,5th Decile,1792.61
City of Iligan,2021,6th Decile,2185.28
City of Iligan,2021,7th Decile,2495.25
City of Iligan,2021,8th Decile,2967.03
City of Iligan,2021,9th Decile,3531.16
City of Iligan,2021,All Income Groups,25502.45
City of Iligan,2023,10th Decile,10001.81
City of Iligan,2023,1st Decile,1350.33
City of Iligan,2023,2nd Decile,1963.36
City of Iligan,2023,3rd Decile,1962.49
City of Iligan,2023,4th Decile,2257.44
City of Iligan,2023,5th Decile,2344.25
City of Iligan,2023,6th Decile,2893.98
City of Iligan,2023,7th Decile,3226.39
City of Iligan,2023,8th Decile,3749.72
City of Iligan,2023,9th Decile,4770.37
City of Iligan,2023,All Income Groups,34520.13
Misamis Occidental,2018,10th Decile,8334.03
Misamis Occidental,2018,1st Decile,1529.69
Misamis Occidental,2018,2nd Decile,1721.36
Misamis Occidental,2018,3rd Decile,1920.86
Misamis Occidental,2018,4th Decile,1976.34
Misamis Occidental,2018,5th Decile,2079.57
Misamis Occidental,2018,6th Decile,2353.03
Misamis Occidental,2018,7th Decile,2519.72
Misamis Occidental,2018,8th Decile,3080.13
Misamis Occidental,2018,9th Decile,4466.88
Misamis Occidental,2018,All Income Groups,29981.61
Misamis Occidental,2021,10th Decile,11228.92
Misamis Occidental,2021,1st Decile,1787.71
Misamis Occidental,2021,2nd Decile,2115.4
Misamis Occidental,2021,3rd Decile,2263.01
Misamis Occidental,2021,4th Decile,2628.47
Misamis Occidental,2021,5th Decile,2393.72
Misamis Occidental,2021,6th Decile,2468.11
Misamis Occidental,2021,7th Decile,2852.03
Misamis Occidental,2021,8th Decile,3340.23
Misamis Occidental,2021,9th Decile,4803.01
Misamis Occidental,2021,All Income Groups,35880.6
Misamis Occidental,2023,10th Decile,12893.03
Misamis Occidental,2023,1st Decile,1844.61
Misamis Occidental,2023,2nd Decile,2385.4
Misamis Occidental,2023,3rd Decile,2366.97
Misamis Occidental,2023,4th Decile,2657.4
Misamis Occidental,2023,5th Decile,2915.23
Misamis Occidental,2023,6th Decile,2999.38
Misamis Occidental,2023,7th Decile,3264.0
Misamis Occidental,2023,8th Decile,4059.09
Misamis Occidental,2023,9th Decile,6295.52
Misamis Occidental,2023,All Income Groups,41680.63
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,10th Decile,14578.87
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,1st Decile,2285.39
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,2nd Decile,2701.05
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,3rd Decile,2921.7
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,4th Decile,3310.74
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,5th Decile,3697.55
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,6th Decile,4147.39
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,7th Decile,4830.9
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,8th Decile,5276.73
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,9th Decile,6803.17
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2018,All Income Groups,50553.5
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,10th Decile,14454.65
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,1st Decile,2583.04
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,2nd Decile,3191.71
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,3rd Decile,3375.2
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,4th Decile,3689.48
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,5th Decile,4092.58
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,6th Decile,4309.54
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,7th Decile,4985.7
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,8th Decile,5451.72
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,9th Decile,7251.82
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2021,All Income Groups,53385.44
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,10th Decile,16802.18
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,1st Decile,3675.28
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,2nd Decile,4288.79
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,3rd Decile,4781.89
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,4th Decile,4924.0
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,5th Decile,5583.97
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,6th Decile,5535.29
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,7th Decile,6449.74
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,8th Decile,6962.73
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,9th Decile,9403.88
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",2023,All Income Groups,68407.76
City of Cagayan de Oro,2018,10th Decile,19039.89
City of Cagayan de Oro,2018,1st Decile,2446.19
City of Cagayan de Oro,2018,2nd Decile,3092.93
City of Cagayan de Oro,2018,3rd Decile,3586.98
City of Cagayan de Oro,2018,4th Decile,3961.12
City of Cagayan de Oro,2018,5th Decile,4756.37
City of Cagayan de Oro,2018,6th Decile,5232.12
City of Cagayan de Oro,2018,7th Decile,6528.84
City of Cagayan de Oro,2018,8th Decile,7405.98
City of Cagayan de Oro,2018,9th Decile,10078.97
City of Cagayan de Oro,2018,All Income Groups,66129.38
City of Cagayan de Oro,2021,10th Decile,19114.0
City of Cagayan de Oro,2021,1st Decile,3064.28
City of Cagayan de Oro,2021,2nd Decile,3509.62
City of Cagayan de Oro,2021,3rd Decile,3815.33
City of Cagayan de Oro,2021,4th Decile,4218.61
City of Cagayan de Oro,2021,5th Decile,5089.8
City of Cagayan de Oro,2021,6th Decile,5577.13
City of Cagayan de Oro,2021,7th Decile,6835.23
City of Cagayan de Oro,2021,8th Decile,8034.9
City of Cagayan de Oro,2021,9th Decile,9654.35
City of Cagayan de Oro,2021,All Income Groups,68913.24
City of Cagayan de Oro,2023,10th Decile,20006.67
City of Cagayan de Oro,2023,1st Decile,3849.29
City of Cagayan de Oro,2023,2nd Decile,4520.22
City of Cagayan de Oro,2023,3rd Decile,5183.48
City of Cagayan de Oro,2023,4th Decile,5626.78
City of Cagayan de Oro,2023,5th Decile,6202.55
City of Cagayan de Oro,2023,6th Decile,7624.61
City of Cagayan de Oro,2023,7th Decile,7612.39
City of Cagayan de Oro,2023,8th Decile,8348.88
City of Cagayan de Oro,2023,9th Decile,10308.5
City of Cagayan de Oro,2023,All Income Groups,79283.36
REGION XI - DAVAO REGION,2018,10th Decile,98058.3
REGION XI - DAVAO REGION,2018,1st Decile,13885.01
REGION XI - DAVAO REGION,2018,2nd Decile,17588.66
REGION XI - DAVAO REGION,2018,3rd Decile,20345.25
REGION XI - DAVAO REGION,2018,4th Decile,22246.05
REGION XI - DAVAO REGION,2018,5th Decile,25302.99
REGION XI - DAVAO REGION,2018,6th Decile,27583.88
REGION XI - DAVAO REGION,2018,7th Decile,32113.43
REGION XI - DAVAO REGION,2018,8th Decile,38355.71
REGION XI - DAVAO REGION,2018,9th Decile,51155.36
REGION XI - DAVAO REGION,2018,All Income Groups,346634.63
REGION XI - DAVAO REGION,2021,10th Decile,116375.65
REGION XI - DAVAO REGION,2021,1st Decile,16105.87
REGION XI - DAVAO REGION,2021,2nd Decile,20499.38
REGION XI - DAVAO REGION,2021,3rd Decile,23096.38
REGION XI - DAVAO REGION,2021,4th Decile,24818.32
REGION XI - DAVAO REGION,2021,5th Decile,28274.39
REGION XI - DAVAO REGION,2021,6th Decile,31428.78
REGION XI - DAVAO REGION,2021,7th Decile,35652.57
REGION XI - DAVAO REGION,2021,8th Decile,42233.38
REGION XI - DAVAO REGION,2021,9th Decile,54312.5
REGION XI - DAVAO REGION,2021,All Income Groups,392797.22
REGION XI - DAVAO REGION,2023,10th Decile,134101.41
REGION XI - DAVAO REGION,2023,1st Decile,19907.01
REGION XI - DAVAO REGION,2023,2nd Decile,24982.95
REGION XI - DAVAO REGION,2023,3rd Decile,27035.24
REGION XI - DAVAO REGION,2023,4th Decile,30271.22
REGION XI - DAVAO REGION,2023,5th Decile,34525.2
REGION XI - DAVAO REGION,2023,6th Decile,37754.86
REGION XI - DAVAO REGION,2023,7th Decile,42765.71
REGION XI - DAVAO REGION,2023,8th Decile,50732.48
REGION XI - DAVAO REGION,2023,9th Decile,66598.19
REGION XI - DAVAO REGION,2023,All Income Groups,468674.28
Davao Del Norte,2018,10th Decile,16848.44
Davao Del Norte,2018,1st Decile,3057.46
Davao Del Norte,2018,2nd Decile,3932.91
Davao Del Norte,2018,3rd Decile,4132.54
Davao Del Norte,2018,4th Decile,4828.94
Davao Del Norte,2018,5th Decile,4742.31
Davao Del Norte,2018,6th Decile,5302.5
Davao Del Norte,2018,7th Decile,5931.99
Davao Del Norte,2018,8th Decile,6983.37
Davao Del Norte,2018,9th Decile,8116.29
Davao Del Norte,2018,All Income Groups,63876.73
Davao Del Norte,2021,10th Decile,16012.48
Davao Del Norte,2021,1st Decile,3317.46
Davao Del Norte,2021,2nd Decile,4083.84
Davao Del Norte,2021,3rd Decile,4465.91
Davao Del Norte,2021,4th Decile,4781.62
Davao Del Norte,2021,5th Decile,5357.99
Davao Del Norte,2021,6th Decile,5439.14
Davao Del Norte,2021,7th Decile,6204.17
Davao Del Norte,2021,8th Decile,7039.44
Davao Del Norte,2021,9th Decile,8255.9
Davao Del Norte,2021,All Income Groups,64957.96
Davao Del Norte,2023,10th Decile,15219.23
Davao Del Norte,2023,1st Decile,3821.04
Davao Del Norte,2023,2nd Decile,4666.55
Davao Del Norte,2023,3rd Decile,5045.08
Davao Del Norte,2023,4th Decile,5662.62
Davao Del Norte,2023,5th Decile,5853.1
Davao Del Norte,2023,6th Decile,6067.21
Davao Del Norte,2023,7th Decile,6750.76
Davao Del Norte,2023,8th Decile,7433.37
Davao Del Norte,2023,9th Decile,8448.1
Davao Del Norte,2023,All Income Groups,68967.05
Davao Del Sur (Excluding City of Davao),2018,10th Decile,14281.86
Davao Del Sur (Excluding City of Davao),2018,1st Decile,1959.94
Davao Del Sur (Excluding City of Davao),2018,2nd Decile,2392.72
Davao Del Sur (Excluding City of Davao),2018,3rd Decile,2725.78
Davao Del Sur (Excluding City of Davao),2018,4th Decile,2801.08
Davao Del Sur (Excluding City of Davao),2018,5th Decile,3230.35
Davao Del Sur (Excluding City of Davao),2018,6th Decile,3266.42
Davao Del Sur (Excluding City of Davao),2018,7th Decile,3708.88
Davao Del Sur (Excluding City of Davao),2018,8th Decile,4299.54
Davao Del Sur (Excluding City of Davao),2018,9th Decile,5771.02
Davao Del Sur (Excluding City of Davao),2018,All Income Groups,44437.59
Davao Del Sur (Excluding City of Davao),2021,10th Decile,16030.93
Davao Del Sur (Excluding City of Davao),2021,1st Decile,2249.08
Davao Del Sur (Excluding City of Davao),2021,2nd Decile,2793.2
Davao Del Sur (Excluding City of Davao),2021,3rd Decile,3053.4
Davao Del Sur (Excluding City of Davao),2021,4th Decile,3467.44
Davao Del Sur (Excluding City of Davao),2021,5th Decile,3731.64
Davao Del Sur (Excluding City of Davao),2021,6th Decile,4011.97
Davao Del Sur (Excluding City of Davao),2021,7th Decile,4599.74
Davao Del Sur (Excluding City of Davao),2021,8th Decile,4778.19
Davao Del Sur (Excluding City of Davao),2021,9th Decile,6167.69
Davao Del Sur (Excluding City of Davao),2021,All Income Groups,50883.28
Davao Del Sur (Excluding City of Davao),2023,10th Decile,17345.54
Davao Del Sur (Excluding City of Davao),2023,1st Decile,2924.7
Davao Del Sur (Excluding City of Davao),2023,2nd Decile,3577.2
Davao Del Sur (Excluding City of Davao),2023,3rd Decile,3913.18
Davao Del Sur (Excluding City of Davao),2023,4th Decile,3974.24
Davao Del Sur (Excluding City of Davao),2023,5th Decile,4640.98
Davao Del Sur (Excluding City of Davao),2023,6th Decile,4924.56
Davao Del Sur (Excluding City of Davao),2023,7th Decile,5617.75
Davao Del Sur (Excluding City of Davao),2023,8th Decile,6054.68
Davao Del Sur (Excluding City of Davao),2023,9th Decile,8233.83
Davao Del Sur (Excluding City of Davao),2023,All Income Groups,61206.66
City of Davao,2018,10th Decile,39654.21
City of Davao,2018,1st Decile,6400.97
City of Davao,2018,2nd Decile,8441.72
City of Davao,2018,3rd Decile,10125.21
City of Davao,2018,4th Decile,10654.98
City of Davao,2018,5th Decile,12084.76
City of Davao,2018,6th Decile,13709.79
City of Davao,2018,7th Decile,15620.0
City of Davao,2018,8th Decile,19023.11
City of Davao,2018,9th Decile,21935.11
City of Davao,2018,All Income Groups,157649.87
City of Davao,2021,10th Decile,58227.18
City of Davao,2021,1st Decile,8006.42
City of Davao,2021,2nd Decile,9824.71
City of Davao,2021,3rd Decile,11347.01
City of Davao,2021,4th Decile,12154.04
City of Davao,2021,5th Decile,13949.02
City of Davao,2021,6th Decile,15444.0
City of Davao,2021,7th Decile,17876.39
City of Davao,2021,8th Decile,21296.53
City of Davao,2021,9th Decile,24084.98
City of Davao,2021,All Income Groups,192210.28
City of Davao,2023,10th Decile,69364.13
City of Davao,2023,1st Decile,7633.18
City of Davao,2023,2nd Decile,10599.46
City of Davao,2023,3rd Decile,12704.38
City of Davao,2023,4th Decile,15803.53
City of Davao,2023,5th Decile,17041.3
City of Davao,2023,6th Decile,19127.01
City of Davao,2023,7th Decile,21823.04
City of Davao,2023,8th Decile,27593.06
City of Davao,2023,9th Decile,31293.98
City of Davao,2023,All Income Groups,232983.06
Davao Oriental,2018,10th Decile,8804.14
Davao Oriental,2018,1st Decile,1630.02
Davao Oriental,2018,2nd Decile,1779.26
Davao Oriental,2018,3rd Decile,2007.16
Davao Oriental,2018,4th Decile,2012.22
Davao Oriental,2018,5th Decile,1994.24
Davao Oriental,2018,6th Decile,2127.91
Davao Oriental,2018,7th Decile,2272.43
Davao Oriental,2018,8th Decile,2636.86
Davao Oriental,2018,9th Decile,3543.92
Davao Oriental,2018,All Income Groups,28808.17
Davao Oriental,2021,10th Decile,8611.85
Davao Oriental,2021,1st Decile,1772.74
Davao Oriental,2021,2nd Decile,2137.05
Davao Oriental,2021,3rd Decile,2212.42
Davao Oriental,2021,4th Decile,2230.35
Davao Oriental,2021,5th Decile,2214.96
Davao Oriental,2021,6th Decile,2455.74
Davao Oriental,2021,7th Decile,2750.52
Davao Oriental,2021,8th Decile,2957.28
Davao Oriental,2021,9th Decile,3836.36
Davao Oriental,2021,All Income Groups,31179.28
Davao Oriental,2023,10th Decile,8230.03
Davao Oriental,2023,1st Decile,2199.51
Davao Oriental,2023,2nd Decile,2306.67
Davao Oriental,2023,3rd Decile,2530.62
Davao Oriental,2023,4th Decile,2505.73
Davao Oriental,2023,5th Decile,2742.76
Davao Oriental,2023,6th Decile,2649.7
Davao Oriental,2023,7th Decile,2915.92
Davao Oriental,2023,8th Decile,3346.89
Davao Oriental,2023,9th Decile,4186.62
Davao Oriental,2023,All Income Groups,33614.45
Davao De Oro,2018,10th Decile,11004.13
Davao De Oro,2018,1st Decile,1860.43
Davao De Oro,2018,2nd Decile,2397.0
Davao De Oro,2018,3rd Decile,2508.83
Davao De Oro,2018,4th Decile,2529.46
Davao De Oro,2018,5th Decile,2887.59
Davao De Oro,2018,6th Decile,3516.76
Davao De Oro,2018,7th Decile,3524.0
Davao De Oro,2018,8th Decile,4123.2
Davao De Oro,2018,9th Decile,4686.78
Davao De Oro,2018,All Income Groups,39038.19
Davao De Oro,2021,10th Decile,10198.98
Davao De Oro,2021,1st Decile,1951.96
Davao De Oro,2021,2nd Decile,2246.14
Davao De Oro,2021,3rd Decile,2594.6
Davao De Oro,2021,4th Decile,2795.59
Davao De Oro,2021,5th Decile,3134.93
Davao De Oro,2021,6th Decile,3409.23
Davao De Oro,2021,7th Decile,3540.72
Davao De Oro,2021,8th Decile,3803.44
Davao De Oro,2021,9th Decile,5220.92
Davao De Oro,2021,All Income Groups,38896.51
Davao De Oro,2023,10th Decile,14122.05
Davao De Oro,2023,1st Decile,2896.52
Davao De Oro,2023,2nd Decile,3346.16
Davao De Oro,2023,3rd Decile,3697.62
Davao De Oro,2023,4th Decile,4167.92
Davao De Oro,2023,5th Decile,4238.97
Davao De Oro,2023,6th Decile,4587.79
Davao De Oro,2023,7th Decile,4715.42
Davao De Oro,2023,8th Decile,5496.87
Davao De Oro,2023,9th Decile,6957.8
Davao De Oro,2023,All Income Groups,54227.12
Davao Occidental,2018,10th Decile,3666.42
Davao Occidental,2018,1st Decile,662.69
Davao Occidental,2018,2nd Decile,819.61
Davao Occidental,2018,3rd Decile,789.23
Davao Occidental,2018,4th Decile,902.59
Davao Occidental,2018,5th Decile,1003.46
Davao Occidental,2018,6th Decile,1018.42
Davao Occidental,2018,7th Decile,1130.53
Davao Occidental,2018,8th Decile,1225.02
Davao Occidental,2018,9th Decile,1606.1
Davao Occidental,2018,All Income Groups,12824.07
Davao Occidental,2021,10th Decile,4371.82
Davao Occidental,2021,1st Decile,714.67
Davao Occidental,2021,2nd Decile,856.86
Davao Occidental,2021,3rd Decile,956.32
Davao Occidental,2021,4th Decile,1060.33
Davao Occidental,2021,5th Decile,1111.39
Davao Occidental,2021,6th Decile,1188.13
Davao Occidental,2021,7th Decile,1271.28
Davao Occidental,2021,8th Decile,1339.55
Davao Occidental,2021,9th Decile,1799.54
Davao Occidental,2021,All Income Groups,14669.91
Davao Occidental,2023,10th Decile,4847.83
Davao Occidental,2023,1st Decile,990.25
Davao Occidental,2023,2nd Decile,1171.39
Davao Occidental,2023,3rd Decile,1199.0
Davao Occidental,2023,4th Decile,1271.45
Davao Occidental,2023,5th Decile,1415.35
Davao Occidental,2023,6th Decile,1521.31
Davao Occidental,2023,7th Decile,1564.32
Davao Occidental,2023,8th Decile,1567.88
Davao Occidental,2023,9th Decile,2127.18
Davao Occidental,2023,All Income Groups,17675.94
REGION XII - SOCCSKSARGEN1/,2018,10th Decile,86564.53
REGION XII - SOCCSKSARGEN1/,2018,1st Decile,8571.95
REGION XII - SOCCSKSARGEN1/,2018,2nd Decile,11887.88
REGION XII - SOCCSKSARGEN1/,2018,3rd Decile,14181.78
REGION XII - SOCCSKSARGEN1/,2018,4th Decile,15601.82
REGION XII - SOCCSKSARGEN1/,2018,5th Decile,18048.87
REGION XII - SOCCSKSARGEN1/,2018,6th Decile,20771.23
REGION XII - SOCCSKSARGEN1/,2018,7th Decile,22792.72
REGION XII - SOCCSKSARGEN1/,2018,8th Decile,26961.41
REGION XII - SOCCSKSARGEN1/,2018,9th Decile,34735.64
REGION XII - SOCCSKSARGEN1/,2018,All Income Groups,260117.86
REGION XII - SOCCSKSARGEN1/,2021,10th Decile,83517.96
REGION XII - SOCCSKSARGEN1/,2021,1st Decile,10602.8
REGION XII - SOCCSKSARGEN1/,2021,2nd Decile,12984.09
REGION XII - SOCCSKSARGEN1/,2021,3rd Decile,15179.96
REGION XII - SOCCSKSARGEN1/,2021,4th Decile,16962.16
REGION XII - SOCCSKSARGEN1/,2021,5th Decile,18714.48
REGION XII - SOCCSKSARGEN1/,2021,6th Decile,20743.47
REGION XII - SOCCSKSARGEN1/,2021,7th Decile,23741.64
REGION XII - SOCCSKSARGEN1/,2021,8th Decile,29343.83
REGION XII - SOCCSKSARGEN1/,2021,9th Decile,37134.75
REGION XII - SOCCSKSARGEN1/,2021,All Income Groups,268925.14
REGION XII - SOCCSKSARGEN1/,2023,10th Decile,105468.39
REGION XII - SOCCSKSARGEN1/,2023,1st Decile,13138.57
REGION XII - SOCCSKSARGEN1/,2023,2nd Decile,15792.76
REGION XII - SOCCSKSARGEN1/,2023,3rd Decile,17793.96
REGION XII - SOCCSKSARGEN1/,2023,4th Decile,19829.66
REGION XII - SOCCSKSARGEN1/,2023,5th Decile,21833.6
REGION XII - SOCCSKSARGEN1/,2023,6th Decile,24219.45
REGION XII - SOCCSKSARGEN1/,2023,7th Decile,28662.83
REGION XII - SOCCSKSARGEN1/,2023,8th Decile,33371.18
REGION XII - SOCCSKSARGEN1/,2023,9th Decile,41310.92
REGION XII - SOCCSKSARGEN1/,2023,All Income Groups,321421.3
Cotabato (North Cotabato),2018,10th Decile,35611.66
Cotabato (North Cotabato),2018,1st Decile,3019.2
Cotabato (North Cotabato),2018,2nd Decile,3820.52
Cotabato (North Cotabato),2018,3rd Decile,4631.19
Cotabato (North Cotabato),2018,4th Decile,4964.61
Cotabato (North Cotabato),2018,5th Decile,5736.39
Cotabato (North Cotabato),2018,6th Decile,6866.66
Cotabato (North Cotabato),2018,7th Decile,7653.46
Cotabato (North Cotabato),2018,8th Decile,8612.27
Cotabato (North Cotabato),2018,9th Decile,11155.32
Cotabato (North Cotabato),2018,All Income Groups,92071.28
Cotabato (North Cotabato),2021,10th Decile,25369.87
Cotabato (North Cotabato),2021,1st Decile,4189.09
Cotabato (North Cotabato),2021,2nd Decile,4702.09
Cotabato (North Cotabato),2021,3rd Decile,5233.16
Cotabato (North Cotabato),2021,4th Decile,6019.38
Cotabato (North Cotabato),2021,5th Decile,6304.08
Cotabato (North Cotabato),2021,6th Decile,6843.54
Cotabato (North Cotabato),2021,7th Decile,7923.39
Cotabato (North Cotabato),2021,8th Decile,9679.93
Cotabato (North Cotabato),2021,9th Decile,11990.15
Cotabato (North Cotabato),2021,All Income Groups,88254.69
Cotabato (North Cotabato),2023,10th Decile,34192.4
Cotabato (North Cotabato),2023,1st Decile,4135.02
Cotabato (North Cotabato),2023,2nd Decile,5362.6
Cotabato (North Cotabato),2023,3rd Decile,6114.63
Cotabato (North Cotabato),2023,4th Decile,6764.19
Cotabato (North Cotabato),2023,5th Decile,7494.88
Cotabato (North Cotabato),2023,6th Decile,8309.22
Cotabato (North Cotabato),2023,7th Decile,9626.89
Cotabato (North Cotabato),2023,8th Decile,10949.55
Cotabato (North Cotabato),2023,9th Decile,14202.64
Cotabato (North Cotabato),2023,All Income Groups,107152.02
South Cotabato (Excluding City of General Santos),2018,10th Decile,21151.84
South Cotabato (Excluding City of General Santos),2018,1st Decile,2193.88
South Cotabato (Excluding City of General Santos),2018,2nd Decile,2898.34
South Cotabato (Excluding City of General Santos),2018,3rd Decile,3537.93
South Cotabato (Excluding City of General Santos),2018,4th Decile,3899.1
South Cotabato (Excluding City of General Santos),2018,5th Decile,4229.79
South Cotabato (Excluding City of General Santos),2018,6th Decile,4828.25
South Cotabato (Excluding City of General Santos),2018,7th Decile,5305.57
South Cotabato (Excluding City of General Santos),2018,8th Decile,6418.15
South Cotabato (Excluding City of General Santos),2018,9th Decile,8621.85
South Cotabato (Excluding City of General Santos),2018,All Income Groups,63084.72
South Cotabato (Excluding City of General Santos),2021,10th Decile,20164.33
South Cotabato (Excluding City of General Santos),2021,1st Decile,2133.08
South Cotabato (Excluding City of General Santos),2021,2nd Decile,2979.92
South Cotabato (Excluding City of General Santos),2021,3rd Decile,3481.02
South Cotabato (Excluding City of General Santos),2021,4th Decile,3950.99
South Cotabato (Excluding City of General Santos),2021,5th Decile,4438.96
South Cotabato (Excluding City of General Santos),2021,6th Decile,5327.82
South Cotabato (Excluding City of General Santos),2021,7th Decile,5995.76
South Cotabato (Excluding City of General Santos),2021,8th Decile,6219.21
South Cotabato (Excluding City of General Santos),2021,9th Decile,9229.46
South Cotabato (Excluding City of General Santos),2021,All Income Groups,63920.56
South Cotabato (Excluding City of General Santos),2023,10th Decile,18618.09
South Cotabato (Excluding City of General Santos),2023,1st Decile,3079.2
South Cotabato (Excluding City of General Santos),2023,2nd Decile,3811.3
South Cotabato (Excluding City of General Santos),2023,3rd Decile,4336.58
South Cotabato (Excluding City of General Santos),2023,4th Decile,4789.4
South Cotabato (Excluding City of General Santos),2023,5th Decile,5243.74
South Cotabato (Excluding City of General Santos),2023,6th Decile,5656.07
South Cotabato (Excluding City of General Santos),2023,7th Decile,6188.35
South Cotabato (Excluding City of General Santos),2023,8th Decile,7486.74
South Cotabato (Excluding City of General Santos),2023,9th Decile,8623.23
South Cotabato (Excluding City of General Santos),2023,All Income Groups,67832.69
City of General Santos (Dadiangas),2018,10th Decile,11241.43
City of General Santos (Dadiangas),2018,1st Decile,1913.42
City of General Santos (Dadiangas),2018,2nd Decile,2479.19
City of General Santos (Dadiangas),2018,3rd Decile,2896.13
City of General Santos (Dadiangas),2018,4th Decile,3362.76
City of General Santos (Dadiangas),2018,5th Decile,3495.89
City of General Santos (Dadiangas),2018,6th Decile,3673.28
City of General Santos (Dadiangas),2018,7th Decile,4105.33
City of General Santos (Dadiangas),2018,8th Decile,5063.75
City of General Santos (Dadiangas),2018,9th Decile,6560.32
City of General Santos (Dadiangas),2018,All Income Groups,44791.51
City of General Santos (Dadiangas),2021,10th Decile,17485.28
City of General Santos (Dadiangas),2021,1st Decile,1889.9
City of General Santos (Dadiangas),2021,2nd Decile,2448.57
City of General Santos (Dadiangas),2021,3rd Decile,2647.55
City of General Santos (Dadiangas),2021,4th Decile,3154.89
City of General Santos (Dadiangas),2021,5th Decile,3514.63
City of General Santos (Dadiangas),2021,6th Decile,3925.21
City of General Santos (Dadiangas),2021,7th Decile,4540.31
City of General Santos (Dadiangas),2021,8th Decile,5312.07
City of General Santos (Dadiangas),2021,9th Decile,6845.81
City of General Santos (Dadiangas),2021,All Income Groups,51764.22
City of General Santos (Dadiangas),2023,10th Decile,15172.82
City of General Santos (Dadiangas),2023,1st Decile,2657.28
City of General Santos (Dadiangas),2023,2nd Decile,3200.86
City of General Santos (Dadiangas),2023,3rd Decile,3611.92
City of General Santos (Dadiangas),2023,4th Decile,3749.73
City of General Santos (Dadiangas),2023,5th Decile,4309.01
City of General Santos (Dadiangas),2023,6th Decile,4841.47
City of General Santos (Dadiangas),2023,7th Decile,5389.31
City of General Santos (Dadiangas),2023,8th Decile,5995.59
City of General Santos (Dadiangas),2023,9th Decile,8429.39
City of General Santos (Dadiangas),2023,All Income Groups,57357.38
Sultan Kudarat,2018,10th Decile,11487.23
Sultan Kudarat,2018,1st Decile,1522.08
Sultan Kudarat,2018,2nd Decile,2034.14
Sultan Kudarat,2018,3rd Decile,2300.74
Sultan Kudarat,2018,4th Decile,2529.43
Sultan Kudarat,2018,5th Decile,2722.58
Sultan Kudarat,2018,6th Decile,3434.43
Sultan Kudarat,2018,7th Decile,3599.58
Sultan Kudarat,2018,8th Decile,4155.86
Sultan Kudarat,2018,9th Decile,5497.15
Sultan Kudarat,2018,All Income Groups,39283.23
Sultan Kudarat,2021,10th Decile,11688.52
Sultan Kudarat,2021,1st Decile,1764.69
Sultan Kudarat,2021,2nd Decile,2040.74
Sultan Kudarat,2021,3rd Decile,2335.87
Sultan Kudarat,2021,4th Decile,2792.99
Sultan Kudarat,2021,5th Decile,2880.11
Sultan Kudarat,2021,6th Decile,3040.37
Sultan Kudarat,2021,7th Decile,3434.35
Sultan Kudarat,2021,8th Decile,4315.63
Sultan Kudarat,2021,9th Decile,6362.85
Sultan Kudarat,2021,All Income Groups,40656.13
Sultan Kudarat,2023,10th Decile,26776.65
Sultan Kudarat,2023,1st Decile,2039.48
Sultan Kudarat,2023,2nd Decile,2471.58
Sultan Kudarat,2023,3rd Decile,2644.35
