Region,City/Province,Year,"Occupied Housing Units, Number of Households, Household Population, by Type of Building and Province/Highly Urbanized City: Philippines, 2020",Unnamed: 2,Unnamed: 3,Unnamed: 4,"Occupied Housing Units by Floor Area, Number of Occupants in Each Housing Unit and Province/Highly Urbanized City: Philippines, 2020",Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,"Occupied Housing Units by Type of Building, Number of Floors, and Province/Highly Urbanized City: Philippines, 2020"
MIMAROPA REGION,Marinduque,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
MIMAROPA REGION,Occidental Mindoro,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
MIMAROPA REGION,Oriental Mindoro,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
MIMAROPA REGION,Palawan,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
MIMAROPA REGION,Romblon,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
MIMAROPA REGION,City of Puerto Princesa,2020,,12,0,0,,0,0,12,0,0,0,,,,,,
REGION V (BICOL REGION),Albay,2020,,11,0,0,,0,0,0,11,0,0,,,,,,
REGION V (BICOL REGION),Camarines Norte,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION V (BICOL REGION),Camarines Sur,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION V (BICOL REGION),Catanduanes,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION V (BICOL REGION),Masbate,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION V (BICOL REGION),Sorsogon,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),Aklan,2020,,3,0,0,,0,0,3,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),Antique,2020,,1,0,0,,0,0,0,0,1,0,,,,,,
REGION VI (WESTERN VISAYAS),Capiz,2020,,2,0,0,,0,0,0,0,2,0,,,,,,
REGION VI (WESTERN VISAYAS),Guimaras,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),Iloilo,2020,,4,0,0,,0,0,0,0,4,0,,,,,,
REGION VI (WESTERN VISAYAS),Negros Occidental,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),City of Bacolod,2020,,10,0,0,,0,0,5,0,5,0,,,,,,
REGION VI (WESTERN VISAYAS),City of Iloilo,2020,,54,0,0,,0,7,32,0,15,0,,,,,,
REGION VII (CENTRAL VISAYAS),Bohol,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION VII (CENTRAL VISAYAS),Cebu,2020,,5,0,0,,0,0,0,0,5,0,,,,,,
REGION VII (CENTRAL VISAYAS),Negros Oriental,2020,,12,0,0,,0,0,5,0,7,0,,,,,,
REGION VII (CENTRAL VISAYAS),Siquijor,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION VII (CENTRAL VISAYAS),City of Cebu,2020,,2289,0,0,,0,681,537,993,78,0,,,,,,
REGION VII (CENTRAL VISAYAS),City of Lapu-Lapu (Opon),2020,,276,0,0,,0,0,79,183,14,0,,,,,,
REGION VII (CENTRAL VISAYAS),City of Mandaue,2020,,1106,0,0,,0,281,65,687,73,0,,,,,,
REGION VIII (EASTERN VISAYAS),Biliran,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION VIII (EASTERN VISAYAS),Eastern Samar,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION VIII (EASTERN VISAYAS),Leyte,2020,,1,0,0,,0,0,0,0,1,0,,,,,,
REGION VIII (EASTERN VISAYAS),Northern Samar,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION VIII (EASTERN VISAYAS),Samar (Western Samar),2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION VIII (EASTERN VISAYAS),Southern Leyte,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION VIII (EASTERN VISAYAS),City of Tacloban,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Norte,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Sur,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION IX (ZAMBOANGA PENINSULA),City of Isabela*,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION IX (ZAMBOANGA PENINSULA),City of Zamboanga,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION X (NORTHERN MINDANAO),Bukidnon,2020,,1,0,0,,0,0,0,0,1,0,,,,,,
REGION X (NORTHERN MINDANAO),Camiguin,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION X (NORTHERN MINDANAO),Lanao del Norte,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION X (NORTHERN MINDANAO),Misamis Occidental,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION X (NORTHERN MINDANAO),Misamis Oriental,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION X (NORTHERN MINDANAO),City of Cagayan de Oro,2020,,98,0,0,,0,22,65,1,10,0,,,,,,
REGION X (NORTHERN MINDANAO),City of Iligan,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XI (DAVAO REGION),Davao de Oro (Compostela Valley),2020,,4,0,0,,0,0,0,0,4,0,,,,,,
REGION XI (DAVAO REGION),Davao del Norte,2020,,7,0,0,,0,0,0,0,7,0,,,,,,
REGION XI (DAVAO REGION),Davao del Sur,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XI (DAVAO REGION),Davao Occidental,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XI (DAVAO REGION),Davao Oriental,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XI (DAVAO REGION),City of Davao,2020,,795,0,0,,0,18,383,245,149,0,,,,,,
REGION XII (SOCCSKSARGEN),Cotabato (North Cotabato),2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XII (SOCCSKSARGEN),Sarangani,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XII (SOCCSKSARGEN),South Cotabato,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XII (SOCCSKSARGEN),Sultan Kudarat,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XII (SOCCSKSARGEN),City of General Santos (Dadiangas),2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XIII (CARAGA),Agusan del Norte,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XIII (CARAGA),Agusan del Sur,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XIII (CARAGA),Dinagat Islands,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XIII (CARAGA),Surigao del Norte,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XIII (CARAGA),Surigao del Sur,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
REGION XIII (CARAGA),City of Butuan,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Basilan,2020,,3,0,0,,0,0,0,0,3,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Lanao del Sur,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Maguindanao,2020,,6,0,0,,0,0,0,0,6,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Sulu,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Tawi-Tawi,2020,,3,0,0,,0,0,0,0,3,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Eight (8) Area Clusters**,2020,,0,0,0,,0,0,0,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Manila,2020,,115917,4234,45126,,27785,17393,17317,2186,1876,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Mandaluyong,2020,,19864,805,7914,,5065,3882,1777,201,220,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Marikina,2020,,2403,717,1457,,208,19,2,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Pasig,2020,,20491,3584,8238,,3050,1686,2716,1192,25,0,,,,,,
NATIONAL CAPITAL REGION (NCR),Quezon City,2020,,31110,6410,12358,,4998,2055,1653,2459,1177,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of San Juan,2020,,5547,202,2236,,1339,897,808,4,61,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Caloocan,2020,,15721,6336,4962,,1520,603,2257,4,39,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Malabon,2020,,2099,540,616,,209,35,676,11,12,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Navotas,2020,,3393,839,1816,,589,20,122,0,7,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Valenzuela,2020,,7273,2036,1667,,3379,108,65,13,5,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Las Piñas,2020,,4813,1746,2466,,442,117,34,0,8,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Makati,2020,,28077,3510,5441,,2951,2326,1483,11950,416,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Muntinlupa,2020,,3730,1115,1403,,265,728,219,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Parañaque,2020,,7828,2060,4323,,1063,289,51,22,20,0,,,,,,
NATIONAL CAPITAL REGION (NCR),Pasay City,2020,,6537,1142,2868,,1234,890,325,29,49,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Taguig,2020,,35232,9401,9731,,7150,3084,4623,1187,56,0,,,,,,
NATIONAL CAPITAL REGION (NCR),Pateros,2020,,311,149,146,,13,3,0,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Abra,2020,,69,43,9,,12,5,0,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,2020,,14,6,0,,0,8,0,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Benguet,2020,,59,9,12,,0,4,34,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Ifugao,2020,,75,23,4,,24,17,6,0,1,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Kalinga,2020,,45,16,24,,5,0,0,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,2020,,107,0,12,,26,38,31,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),City of Baguio,2020,,105,22,53,,14,12,0,0,4,0,,,,,,
REGION I (ILOCOS REGION),Ilocos Norte,2020,,1171,879,245,,38,5,4,0,0,0,,,,,,
REGION I (ILOCOS REGION),Ilocos Sur,2020,,736,456,257,,17,6,0,0,0,0,,,,,,
REGION I (ILOCOS REGION),La Union,2020,,1059,736,278,,40,2,3,0,0,0,,,,,,
REGION I (ILOCOS REGION),Pangasinan,2020,,5067,3958,1009,,63,30,2,0,5,0,,,,,,
REGION II (CAGAYAN VALLEY),Batanes,2020,,9,0,9,,0,0,0,0,0,0,,,,,,
REGION II (CAGAYAN VALLEY),Cagayan,2020,,1423,887,479,,45,12,0,0,0,0,,,,,,
REGION II (CAGAYAN VALLEY),Isabela,2020,,2709,2282,403,,24,0,0,0,0,0,,,,,,
REGION II (CAGAYAN VALLEY),Nueva Vizcaya,2020,,903,608,263,,25,7,0,0,0,0,,,,,,
REGION II (CAGAYAN VALLEY),Quirino,2020,,132,124,8,,0,0,0,0,0,0,,,,,,
REGION III (CENTRAL LUZON),Aurora,2020,,92,84,7,,1,0,0,0,0,0,,,,,,
REGION III (CENTRAL LUZON),Bataan,2020,,2509,2021,463,,22,0,3,0,0,0,,,,,,
REGION III (CENTRAL LUZON),Bulacan,2020,,18770,14128,4028,,545,25,3,2,39,0,,,,,,
REGION III (CENTRAL LUZON),Nueva Ecija,2020,,5933,5110,791,,23,9,0,0,0,0,,,,,,
REGION III (CENTRAL LUZON),Pampanga,2020,,13485,9653,3685,,78,4,13,1,51,0,,,,,,
REGION III (CENTRAL LUZON),Tarlac,2020,,4836,4177,596,,16,4,0,0,43,0,,,,,,
REGION III (CENTRAL LUZON),Zambales,2020,,2457,1912,536,,3,3,0,0,3,0,,,,,,
REGION III (CENTRAL LUZON),City of Angeles,2020,,4369,2453,1849,,21,5,0,0,41,0,,,,,,
REGION III (CENTRAL LUZON),City of Olongapo,2020,,3510,2077,1257,,147,14,13,0,2,0,,,,,,
REGION IV-A (CALABARZON),Batangas,2020,,9654,7195,2371,,65,23,0,0,0,0,,,,,,
REGION IV-A (CALABARZON),Cavite,2020,,22166,12929,8111,,806,161,84,7,68,0,,,,,,
REGION IV-A (CALABARZON),Laguna,2020,,15139,9757,4923,,370,79,6,0,4,0,,,,,,
REGION IV-A (CALABARZON),Quezon,2020,,3569,2457,1029,,63,20,0,0,0,0,,,,,,
REGION IV-A (CALABARZON),Rizal,2020,,12334,6404,5026,,705,129,61,0,9,0,,,,,,
REGION IV-A (CALABARZON),City of Lucena,2020,,755,429,248,,34,14,30,0,0,0,,,,,,
MIMAROPA REGION,Marinduque,2020,,138,79,56,,3,0,0,0,0,0,,,,,,
MIMAROPA REGION,Occidental Mindoro,2020,,628,518,105,,5,0,0,0,0,0,,,,,,
MIMAROPA REGION,Oriental Mindoro,2020,,571,400,159,,10,2,0,0,0,0,,,,,,
MIMAROPA REGION,Palawan,2020,,706,540,158,,8,0,0,0,0,0,,,,,,
MIMAROPA REGION,Romblon,2020,,231,111,104,,14,2,0,0,0,0,,,,,,
MIMAROPA REGION,City of Puerto Princesa,2020,,1548,1040,496,,12,0,0,0,0,0,,,,,,
REGION V (BICOL REGION),Albay,2020,,1748,1043,641,,63,1,0,0,0,0,,,,,,
REGION V (BICOL REGION),Camarines Norte,2020,,481,347,115,,19,0,0,0,0,0,,,,,,
REGION V (BICOL REGION),Camarines Sur,2020,,2852,1885,876,,73,6,11,0,1,0,,,,,,
REGION V (BICOL REGION),Catanduanes,2020,,59,46,12,,1,0,0,0,0,0,,,,,,
REGION V (BICOL REGION),Masbate,2020,,439,288,143,,8,0,0,0,0,0,,,,,,
REGION V (BICOL REGION),Sorsogon,2020,,521,422,92,,7,0,0,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),Aklan,2020,,321,150,166,,4,1,0,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),Antique,2020,,308,262,46,,0,0,0,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),Capiz,2020,,560,392,156,,11,0,0,0,1,0,,,,,,
REGION VI (WESTERN VISAYAS),Guimaras,2020,,17,10,7,,0,0,0,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),Iloilo,2020,,2144,1421,697,,21,1,0,0,4,0,,,,,,
REGION VI (WESTERN VISAYAS),Negros Occidental,2020,,2551,2095,454,,1,1,0,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),City of Bacolod,2020,,1246,773,445,,28,0,0,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),City of Iloilo,2020,,1201,462,690,,34,10,0,0,5,0,,,,,,
REGION VII (CENTRAL VISAYAS),Bohol,2020,,1187,712,426,,32,5,3,0,9,0,,,,,,
REGION VII (CENTRAL VISAYAS),Cebu,2020,,7543,4483,3004,,46,7,0,0,3,0,,,,,,
REGION VII (CENTRAL VISAYAS),Negros Oriental,2020,,2165,1548,607,,7,3,0,0,0,0,,,,,,
REGION VII (CENTRAL VISAYAS),Siquijor,2020,,10,3,7,,0,0,0,0,0,0,,,,,,
REGION VII (CENTRAL VISAYAS),City of Cebu,2020,,6728,1963,3888,,534,162,140,12,29,0,,,,,,
REGION VII (CENTRAL VISAYAS),City of Lapu-Lapu (Opon),2020,,7516,2420,4593,,153,16,285,32,17,0,,,,,,
REGION VII (CENTRAL VISAYAS),City of Mandaue,2020,,4284,1530,2533,,102,30,2,62,25,0,,,,,,
REGION VIII (EASTERN VISAYAS),Biliran,2020,,34,24,10,,0,0,0,0,0,0,,,,,,
REGION VIII (EASTERN VISAYAS),Eastern Samar,2020,,360,275,84,,1,0,0,0,0,0,,,,,,
REGION VIII (EASTERN VISAYAS),Leyte,2020,,2130,1345,745,,34,6,0,0,0,0,,,,,,
REGION VIII (EASTERN VISAYAS),Northern Samar,2020,,303,179,103,,17,4,0,0,0,0,,,,,,
REGION VIII (EASTERN VISAYAS),Samar (Western Samar),2020,,986,560,370,,42,1,9,0,4,0,,,,,,
REGION VIII (EASTERN VISAYAS),Southern Leyte,2020,,319,234,75,,7,3,0,0,0,0,,,,,,
REGION VIII (EASTERN VISAYAS),City of Tacloban,2020,,431,225,193,,13,0,0,0,0,0,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Norte,2020,,438,247,190,,1,0,0,0,0,0,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Sur,2020,,645,428,211,,6,0,0,0,0,0,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,2020,,1043,776,263,,0,4,0,0,0,0,,,,,,
REGION IX (ZAMBOANGA PENINSULA),City of Isabela*,2020,,228,107,115,,5,0,0,0,1,0,,,,,,
REGION IX (ZAMBOANGA PENINSULA),City of Zamboanga,2020,,4329,2859,1430,,31,8,0,0,1,0,,,,,,
REGION X (NORTHERN MINDANAO),Bukidnon,2020,,1774,1377,391,,2,0,0,0,4,0,,,,,,
REGION X (NORTHERN MINDANAO),Camiguin,2020,,19,8,11,,0,0,0,0,0,0,,,,,,
REGION X (NORTHERN MINDANAO),Lanao del Norte,2020,,730,548,179,,3,0,0,0,0,0,,,,,,
REGION X (NORTHERN MINDANAO),Misamis Occidental,2020,,908,565,324,,15,2,0,0,2,0,,,,,,
REGION X (NORTHERN MINDANAO),Misamis Oriental,2020,,1913,1289,622,,0,1,1,0,0,0,,,,,,
REGION X (NORTHERN MINDANAO),City of Cagayan de Oro,2020,,5432,3047,2208,,128,35,13,0,1,0,,,,,,
REGION X (NORTHERN MINDANAO),City of Iligan,2020,,1973,1058,868,,34,10,0,0,3,0,,,,,,
REGION XI (DAVAO REGION),Davao de Oro (Compostela Valley),2020,,1816,1576,230,,3,6,0,0,1,0,,,,,,
REGION XI (DAVAO REGION),Davao del Norte,2020,,3624,2581,1023,,7,7,0,0,6,0,,,,,,
REGION XI (DAVAO REGION),Davao del Sur,2020,,878,579,293,,5,0,1,0,0,0,,,,,,
REGION XI (DAVAO REGION),Davao Occidental,2020,,23,14,9,,0,0,0,0,0,0,,,,,,
REGION XI (DAVAO REGION),Davao Oriental,2020,,702,532,165,,5,0,0,0,0,0,,,,,,
REGION XI (DAVAO REGION),City of Davao,2020,,9664,4690,4367,,313,118,0,167,9,0,,,,,,
REGION XII (SOCCSKSARGEN),Cotabato (North Cotabato),2020,,1013,817,184,,9,3,0,0,0,0,,,,,,
REGION XII (SOCCSKSARGEN),Sarangani,2020,,418,373,42,,3,0,0,0,0,0,,,,,,
REGION XII (SOCCSKSARGEN),South Cotabato,2020,,696,637,57,,0,0,2,0,0,0,,,,,,
REGION XII (SOCCSKSARGEN),Sultan Kudarat,2020,,597,563,34,,0,0,0,0,0,0,,,,,,
REGION XII (SOCCSKSARGEN),City of General Santos (Dadiangas),2020,,807,625,178,,3,0,0,0,1,0,,,,,,
REGION XIII (CARAGA),Agusan del Norte,2020,,514,398,114,,0,2,0,0,0,0,,,,,,
REGION XIII (CARAGA),Agusan del Sur,2020,,531,357,174,,0,0,0,0,0,0,,,,,,
REGION XIII (CARAGA),Dinagat Islands,2020,,54,16,38,,0,0,0,0,0,0,,,,,,
REGION XIII (CARAGA),Surigao del Norte,2020,,377,239,125,,12,0,0,0,1,0,,,,,,
REGION XIII (CARAGA),Surigao del Sur,2020,,945,413,524,,8,0,0,0,0,0,,,,,,
REGION XIII (CARAGA),City of Butuan,2020,,822,528,291,,3,0,0,0,0,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Basilan,2020,,80,34,43,,0,0,0,0,3,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Lanao del Sur,2020,,1158,420,661,,58,9,0,0,10,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Maguindanao,2020,,930,485,438,,4,0,0,0,3,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Sulu,2020,,353,98,67,,3,0,0,0,185,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Tawi-Tawi,2020,,48,21,25,,2,0,0,0,0,0,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Eight (8) Area Clusters**,2020,,135,88,47,,0,0,0,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Manila,2020,,1715,285,566,,321,256,259,15,13,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Mandaluyong,2020,,359,75,135,,97,19,32,0,1,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Marikina,2020,,329,144,124,,45,12,4,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Pasig,2020,,521,228,232,,42,10,9,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),Quezon City,2020,,3879,1516,1067,,472,649,108,48,19,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of San Juan,2020,,156,28,67,,29,19,12,1,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Caloocan,2020,,1382,591,544,,148,69,24,0,6,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Malabon,2020,,467,187,184,,69,25,2,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Navotas,2020,,183,104,65,,13,1,0,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Valenzuela,2020,,1999,1294,519,,133,40,5,1,7,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Las Piñas,2020,,494,268,154,,63,5,4,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Makati,2020,,335,116,104,,57,33,25,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Muntinlupa,2020,,203,108,61,,12,19,0,0,3,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Parañaque,2020,,682,287,281,,65,38,7,4,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),Pasay City,2020,,648,153,292,,109,65,19,8,2,0,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Taguig,2020,,243,111,113,,10,7,2,0,0,0,,,,,,
NATIONAL CAPITAL REGION (NCR),Pateros,2020,,8,6,2,,0,0,0,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Abra,2020,,21,15,3,,2,0,1,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,2020,,34,16,14,,4,0,0,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Benguet,2020,,256,148,45,,35,21,7,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Ifugao,2020,,25,12,3,,1,3,5,1,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Kalinga,2020,,20,11,5,,4,0,0,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,2020,,16,2,4,,6,1,3,0,0,0,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),City of Baguio,2020,,460,94,83,,55,124,95,0,9,0,,,,,,
REGION I (ILOCOS REGION),Ilocos Norte,2020,,181,94,46,,23,14,4,0,0,0,,,,,,
REGION I (ILOCOS REGION),Ilocos Sur,2020,,132,86,28,,8,2,8,0,0,0,,,,,,
REGION I (ILOCOS REGION),La Union,2020,,147,65,60,,16,5,0,0,1,0,,,,,,
REGION I (ILOCOS REGION),Pangasinan,2020,,627,403,163,,46,8,2,1,4,0,,,,,,
REGION II (CAGAYAN VALLEY),Batanes,2020,,4,1,1,,2,0,0,0,0,0,,,,,,
REGION II (CAGAYAN VALLEY),Cagayan,2020,,351,150,111,,53,29,7,1,0,0,,,,,,
REGION II (CAGAYAN VALLEY),Isabela,2020,,381,249,104,,22,6,0,0,0,0,,,,,,
REGION II (CAGAYAN VALLEY),Nueva Vizcaya,2020,,297,244,45,,8,0,0,0,0,0,,,,,,
REGION II (CAGAYAN VALLEY),Quirino,2020,,117,75,25,,11,6,0,0,0,0,,,,,,
REGION III (CENTRAL LUZON),Aurora,2020,,72,54,14,,3,0,1,0,0,0,,,,,,
REGION III (CENTRAL LUZON),Bataan,2020,,261,202,48,,11,0,0,0,0,0,,,,,,
REGION III (CENTRAL LUZON),Bulacan,2020,,1838,1276,432,,105,23,0,0,2,0,,,,,,
REGION III (CENTRAL LUZON),Nueva Ecija,2020,,732,493,187,,45,6,1,0,0,0,,,,,,
REGION III (CENTRAL LUZON),Pampanga,2020,,714,576,113,,18,4,2,0,1,0,,,,,,
REGION III (CENTRAL LUZON),Tarlac,2020,,399,263,108,,25,3,0,0,0,0,,,,,,
REGION III (CENTRAL LUZON),Zambales,2020,,132,83,39,,5,5,0,0,0,0,,,,,,
REGION III (CENTRAL LUZON),City of Angeles,2020,,302,190,99,,8,4,1,0,0,0,,,,,,
REGION III (CENTRAL LUZON),City of Olongapo,2020,,236,72,108,,36,14,6,0,0,0,,,,,,
REGION IV-A (CALABARZON),Batangas,2020,,927,659,192,,48,19,4,0,5,0,,,,,,
REGION IV-A (CALABARZON),Cavite,2020,,1992,1445,420,,93,26,6,0,2,0,,,,,,
REGION IV-A (CALABARZON),Laguna,2020,,838,536,220,,56,17,8,0,1,0,,,,,,
REGION IV-A (CALABARZON),Quezon,2020,,603,338,196,,57,10,1,0,1,0,,,,,,
REGION IV-A (CALABARZON),Rizal,2020,,1026,677,248,,68,23,8,1,1,0,,,,,,
REGION IV-A (CALABARZON),City of Lucena,2020,,122,42,53,,14,10,3,0,0,0,,,,,,
MIMAROPA REGION,Marinduque,2020,,38,16,19,,2,1,0,0,0,0,,,,,,
MIMAROPA REGION,Occidental Mindoro,2020,,75,52,14,,9,0,0,0,0,0,,,,,,
MIMAROPA REGION,Oriental Mindoro,2020,,322,195,102,,21,1,2,1,0,0,,,,,,
MIMAROPA REGION,Palawan,2020,,370,252,87,,24,6,1,0,0,0,,,,,,
MIMAROPA REGION,Romblon,2020,,30,19,9,,1,1,0,0,0,0,,,,,,
MIMAROPA REGION,City of Puerto Princesa,2020,,176,103,48,,19,3,3,0,0,0,,,,,,
REGION V (BICOL REGION),Albay,2020,,269,121,83,,50,9,5,0,1,0,,,,,,
REGION V (BICOL REGION),Camarines Norte,2020,,236,145,66,,17,8,0,0,0,0,,,,,,
REGION V (BICOL REGION),Camarines Sur,2020,,609,344,202,,56,5,0,2,0,0,,,,,,
REGION V (BICOL REGION),Catanduanes,2020,,76,27,29,,9,6,5,0,0,0,,,,,,
REGION V (BICOL REGION),Masbate,2020,,137,70,56,,9,2,0,0,0,0,,,,,,
REGION V (BICOL REGION),Sorsogon,2020,,171,86,67,,17,1,0,0,0,0,,,,,,
REGION VI (WESTERN VISAYAS),Aklan,2020,,249,87,94,,50,17,1,0,0,0,,,,,,
